Name_of_disease,url,procedure_price,cred_procedure_price
Endoscopy,https://www.credihealth.com/procedures/endoscopy-cost-in-india,NA,NA
Implantable Cardioverter Defibrillator,https://www.credihealth.com/procedures/implantable-cardioverter-defibrillator-cost-in-india,NA,NA
Trocar Cystostomy,https://www.credihealth.com/procedures/trocar-cystostomy-cost-in-india,NA,NA
Enteroscopy,https://www.credihealth.com/procedures/enteroscopy-cost-in-india,NA,NA
Mitral Valve Surgery,https://www.credihealth.com/procedures/mitral-valve-surgery-cost-in-india,NA,NA
Colonoscopy,https://www.credihealth.com/procedures/colonoscopy-cost-in-india,NA,NA
Percutaneous Nephrolithotomy,https://www.credihealth.com/procedure/india/percutaneous-nephrolithotomy-cost,NA,NA
Open Cholecystectomy,https://www.credihealth.com/procedures/open-cholecystectomy-cost-in-india,NA,NA
Frontal Sinus Surgery,https://www.credihealth.com/procedures/frontal-sinus-surgery-cost-in-india,NA,NA
Laser Peripheral Iridotomy for Glaucoma Treatment,https://www.credihealth.com/procedures/laser-peripheral-iridotomy-for-glaucoma-treatment-cost-in-india,NA,NA
Colectomy,https://www.credihealth.com/procedures/colectomy-cost-in-india,NA,NA
Partial Cystectomy,https://www.credihealth.com/procedures/partial-cystectomy-cost-in-india,NA,NA
Appendectomy,https://www.credihealth.com/procedures/appendectomy-cost-in-india,NA,NA
Thoracotomy,https://www.credihealth.com/procedures/thoracotomy-cost-in-india,NA,NA
Lung Transplant,https://www.credihealth.com/procedures/lung-transplant-cost-in-india,NA,NA
Gastric Bypass Surgery,https://www.credihealth.com/procedures/gastric-bypass-surgery-cost-in-india,NA,NA
Vocal Cord Surgery,https://www.credihealth.com/procedures/vocal-cord-surgery-cost-in-india,NA,NA
Gall Bladder Stone,https://www.credihealth.com/procedures/gall-bladder-stone-cost-in-india,NA,NA
Submucous Cyst Excision,https://www.credihealth.com/procedures/submucous-cyst-excision-cost-in-india,NA,NA
Septoplasty,https://www.credihealth.com/procedures/septoplasty-cost-in-india,NA,NA
Facial Nerve Repair,https://www.credihealth.com/procedures/facial-nerve-repair-cost-in-india,NA,NA
Chalazion Incision and Curretage,https://www.credihealth.com/procedures/chalazion-incision-and-curretage-cost-in-india,NA,NA
Penile Curvature Correction Surgery,https://www.credihealth.com/procedures/penile-curvature-correction-surgery-cost-in-india,NA,NA
Echocardiography,https://www.credihealth.com/procedures/echocardiography-cost-in-india,NA,NA
Ventricular Septal Defect Surgery,https://www.credihealth.com/procedures/ventricular-septal-defect-surgery-cost-in-india,NA,NA
Revascularization,https://www.credihealth.com/procedures/revascularization-cost-in-india,NA,NA
Ascites Tap,https://www.credihealth.com/procedures/ascites-tap-cost-in-india,NA,NA
Ganglion Cyst,https://www.credihealth.com/procedures/ganglion-cyst-cost-in-india,NA,NA
Heart Biopsy,https://www.credihealth.com/procedures/heart-biopsy-cost-in-india,NA,NA
DJ Stent Placement Bilateral,https://www.credihealth.com/procedures/dj-stent-placement-bilateral-cost-in-india,NA,NA
Septal Ablation,https://www.credihealth.com/procedures/septal-ablation-cost-in-india,NA,NA
Embryo Vitrification,https://www.credihealth.com/procedures/embryo-vitrification-cost-in-india,NA,NA
Coarctation of Aorta Surgery,https://www.credihealth.com/procedures/coarctation-of-aorta-surgery-cost-in-india,NA,NA
Physiological Intra Cytoplasmic Sperm Injection,https://www.credihealth.com/procedures/physiological-intra-cytoplasmic-sperm-injection-cost-in-india,NA,NA
Cataract Surgery,https://www.credihealth.com/procedures/cataract-surgery-cost-in-india,NA,NA
Tumor Resection Cardiac Rhabdomyoma,https://www.credihealth.com/procedures/tumor-resection-cardiac-rhabdomyoma-cost-in-india,NA,NA
Bone Marrow Transplant Donor,https://www.credihealth.com/procedures/bone-marrow-transplant-donor-cost-in-india,NA,NA
Lung Transplant Donor,https://www.credihealth.com/procedures/lung-transplant-donor-cost-in-india,NA,NA
Lymph Node Biopsy,https://www.credihealth.com/procedures/lymph-node-biopsy-cost-in-india,NA,NA
Peroral Endoscopic Myotomy,https://www.credihealth.com/procedures/peroral-endoscopic-myotomy-cost-in-india,NA,NA
CABG with Ring Annuloplasty,https://www.credihealth.com/procedures/cabg-with-ring-annuloplasty-cost-in-india,NA,NA
Spine Surgery with Simple Instrumentation,https://www.credihealth.com/procedures/spine-surgery-with-simple-instrumentation-cost-in-india,NA,NA
Amputation of Single digit,https://www.credihealth.com/procedures/amputation-of-single-digit-cost-in-india,NA,NA
Mitral Valve Replacement,https://www.credihealth.com/procedures/mitral-valve-replacement-cost-in-india,NA,NA
Laparoscopic Treatment of Ectopic Pregnancy,https://www.credihealth.com/procedures/laparoscopic-treatment-of-ectopic-pregnancy-cost-in-india,NA,NA
Laproscopic Supracervical Hysterectomy,https://www.credihealth.com/procedures/laproscopic-supracervical-hysterectomy-cost-in-india,NA,NA
Mid trimester abortion with Dilatation and Curretage,https://www.credihealth.com/procedures/mid-trimester-abortion-with-dilatation-and-curretage-cost-in-india,NA,NA
Mitral Valve Replacement with LA Clot Removal,https://www.credihealth.com/procedures/mitral-valve-replacement-with-la-clot-removal-cost-in-india,NA,NA
Cardiomyotomy,https://www.credihealth.com/procedures/cardiomyotomy-cost-in-india,NA,NA
Mitral Valve Repair,https://www.credihealth.com/procedures/mitral-valve-repair-cost-in-india,NA,NA
Surgery for Spinal Arteriovenous Malformation,https://www.credihealth.com/procedures/surgery-for-spinal-arteriovenous-malformation-cost-in-india,NA,NA
Intracranial Stenting,https://www.credihealth.com/procedures/intracranial-stenting-cost-in-india,NA,NA
Amputation of Hand,https://www.credihealth.com/procedures/amputation-of-hand-cost-in-india,NA,NA
Carotid Angioplasty,https://www.credihealth.com/procedures/carotid-angioplasty-cost-in-india,NA,NA
Amputation below Elbow,https://www.credihealth.com/procedures/amputation-below-elbow-cost-in-india,NA,NA
Rotator Cuff Repair Shoulder,https://www.credihealth.com/procedures/rotator-cuff-repair-shoulder-cost-in-india,NA,NA
Shoulder Disarticulation and Fore Quarter Amputation,https://www.credihealth.com/procedures/shoulder-disarticulation-and-fore-quarter-amputation-cost-in-india,NA,NA
Cervical Disc Replacement,https://www.credihealth.com/procedures/cervical-disc-replacement-cost-in-india,NA,NA
Caverno Saphemous Shunt for Priapism,https://www.credihealth.com/procedures/caverno-saphemous-shunt-for-priapism-cost-in-india,NA,NA
Fibula Strut Grafting,https://www.credihealth.com/procedures/fibula-strut-grafting-cost-in-india,NA,NA
Bladder Neck Suspension,https://www.credihealth.com/procedures/bladder-neck-suspension-cost-in-india,NA,NA
Male Bulbourethral Sling,https://www.credihealth.com/procedures/male-bulbourethral-sling-cost-in-india,NA,NA
Bilateral Adrenalectomy,https://www.credihealth.com/procedures/bilateral-adrenalectomy-cost-in-india,NA,NA
Transpubic Urethoroplasty,https://www.credihealth.com/procedures/transpubic-urethoroplasty-cost-in-india,NA,NA
Orthotopic Neobladder Reconstruction,https://www.credihealth.com/procedures/orthotopic-neobladder-reconstruction-cost-in-india,NA,NA
Laparoscopic Pelvic Floor Repair,https://www.credihealth.com/procedures/laparoscopic-pelvic-floor-repair-cost-in-india,NA,NA
Cystocele Repair,https://www.credihealth.com/procedures/cystocele-repair-cost-in-india,NA,NA
Augmentation lleocystoplasty,https://www.credihealth.com/procedures/augmentation-lleocystoplasty-cost-in-india,NA,NA
Laparoscopy Surgery for Vesicovaginal Fistula,https://www.credihealth.com/procedures/laparoscopy-surgery-for-vesicovaginal-fistula-cost-in-india,NA,NA
Open Orchidopexy,https://www.credihealth.com/procedures/open-orchidopexy-cost-in-india,NA,NA
Retropubic Prostetectomy,https://www.credihealth.com/procedures/retropubic-prostetectomy-cost-in-india,NA,NA
Laparoscopic Surgery for Hydrosalpinx,https://www.credihealth.com/procedures/laparoscopic-surgery-for-hydrosalpinx-cost-in-india,NA,NA
Epididmal Cyst Excision Bilateral,https://www.credihealth.com/procedures/epididmal-cyst-excision-bilateral-cost-in-india,NA,NA
Retroperitoneoscopic Renal Cyst Excision,https://www.credihealth.com/procedures/retroperitoneoscopic-renal-cyst-excision-cost-in-india,NA,NA
Cystoscopy Diagnostic,https://www.credihealth.com/procedures/cystoscopy-diagnostic-cost-in-india,NA,NA
Salpingostomy,https://www.credihealth.com/procedures/salpingostomy-cost-in-india,NA,NA
Perineoplasty,https://www.credihealth.com/procedures/perineoplasty-cost-in-india,NA,NA
Marsupialization of Bartholin Gland,https://www.credihealth.com/procedures/marsupialization-of-bartholin-gland-cost-in-india,NA,NA
Removal of Impacted Vaginal Foreign Body,https://www.credihealth.com/procedures/removal-of-impacted-vaginal-foreign-body-cost-in-india,NA,NA
Mesh Insertion for Repair Pelvic Floor Defect,https://www.credihealth.com/procedures/mesh-insertion-for-repair-pelvic-floor-defect-cost-in-india,NA,NA
High Speed Vitreo Retinal Surgery,https://www.credihealth.com/procedures/high-speed-vitreo-retinal-surgery-cost-in-india,NA,NA
Anterior Retinal Cryotherapy,https://www.credihealth.com/procedures/anterior-retinal-cryotherapy-cost-in-india,NA,NA
Repair of Enterocele,https://www.credihealth.com/procedures/repair-of-enterocele-cost-in-india,NA,NA
Repair of Rectovaginal Fistula,https://www.credihealth.com/procedures/repair-of-rectovaginal-fistula-cost-in-india,NA,NA
Repair of Urethrovaginal Fistula,https://www.credihealth.com/procedures/repair-of-urethrovaginal-fistula-cost-in-india,NA,NA
Transperineal Closure of Rectovaginal Fistula,https://www.credihealth.com/procedures/transperineal-closure-of-rectovaginal-fistula-cost-in-india,NA,NA
Trans Cervical Resection of Endometrium,https://www.credihealth.com/procedures/trans-cervical-resection-of-endometrium-cost-in-india,NA,NA
Sling Operation for Stress Incontinence,https://www.credihealth.com/procedures/sling-operation-for-stress-incontinence-cost-in-india,NA,NA
Hysteroscopic Metroplasty,https://www.credihealth.com/procedures/hysteroscopic-metroplasty-cost-in-india,NA,NA
Laparoscopic Fimbrioplasty,https://www.credihealth.com/procedures/laparoscopic-fimbrioplasty-cost-in-india,NA,NA
Laparoscopic Drainage of Ovarian Abscess,https://www.credihealth.com/procedures/laparoscopic-drainage-of-ovarian-abscess-cost-in-india,NA,NA
Laproscopic Removal of Lost IUCD,https://www.credihealth.com/procedures/laproscopic-removal-of-lost-iucd-cost-in-india,NA,NA
Drainage of Pelvic Abscess by Transvaginal Approach,https://www.credihealth.com/procedures/drainage-of-pelvic-abscess-by-transvaginal-approach-cost-in-india,NA,NA
Repair of Perineal Tear,https://www.credihealth.com/procedures/repair-of-perineal-tear-cost-in-india,NA,NA
Pereyra Procedure with Anterior Colporrhaphy,https://www.credihealth.com/procedures/pereyra-procedure-with-anterior-colporrhaphy-cost-in-india,NA,NA
Vaginectomy,https://www.credihealth.com/procedures/vaginectomy-cost-in-india,NA,NA
Drainage of Vulval Hematoma,https://www.credihealth.com/procedures/drainage-of-vulval-hematoma-cost-in-india,NA,NA
Mid trimester abortion without Dilatation and Curretage,https://www.credihealth.com/procedures/mid-trimester-abortion-without-dilatation-and-curretage-cost-in-india,NA,NA
Excision of Bartholin Gland,https://www.credihealth.com/procedures/excision-of-bartholin-gland-cost-in-india,NA,NA
Ileal Pouch Anal Anastomosis,https://www.credihealth.com/procedures/ileal-pouch-anal-anastomosis-cost-in-india,NA,NA
Partial Colectomy,https://www.credihealth.com/procedures/partial-colectomy-cost-in-india,NA,NA
Partial Hymenectomy,https://www.credihealth.com/procedures/partial-hymenectomy-cost-in-india,NA,NA
Salpingectomy,https://www.credihealth.com/procedures/salpingectomy-cost-in-india,NA,NA
Tetralogy of Fallot,https://www.credihealth.com/procedures/tetralogy-of-fallot-cost-in-india,NA,NA
Vaginal Preterm Delivery,https://www.credihealth.com/procedures/vaginal-preterm-delivery-cost-in-india,NA,NA
Heart and Lung Transplant,https://www.credihealth.com/procedures/heart-and-lung-transplant-cost-in-india,NA,NA
Autologous PRGF,https://www.credihealth.com/procedures/autologous-prgf-cost-in-india,NA,NA
Anal Tumor Excision,https://www.credihealth.com/procedures/anal-tumor-excision-cost-in-india,NA,NA
Cystoscopy with Urethral Dilatation,https://www.credihealth.com/procedures/cystoscopy-with-urethral-dilatation-cost-in-india,NA,NA
Paraphimosis Reduction,https://www.credihealth.com/procedures/paraphimosis-reduction-cost-in-india,NA,NA
Suspensory Ligament Hitch Surgery,https://www.credihealth.com/procedures/suspensory-ligament-hitch-surgery-cost-in-india,NA,NA
Repair of Fractured Penis,https://www.credihealth.com/procedures/repair-of-fractured-penis-cost-in-india,NA,NA
Orbitotomy,https://www.credihealth.com/procedures/orbitotomy-cost-in-india,NA,NA
Vasography,https://www.credihealth.com/procedures/vasography-cost-in-india,NA,NA
Embolization for Intracranial Bleeding,https://www.credihealth.com/procedures/embolization-for-intracranial-bleeding-cost-in-india,NA,NA
Pelvic Laparoscopy,https://www.credihealth.com/procedures/pelvic-laparoscopy-cost-in-india,NA,NA
Partial Gastrectomy,https://www.credihealth.com/procedures/partial-gastrectomy-cost-in-india,NA,NA
Rectovaginal Fistula Repair,https://www.credihealth.com/procedures/rectovaginal-fistula-repair-cost-in-india,NA,NA
Hartmann Procedure,https://www.credihealth.com/procedures/hartmann-procedure-cost-in-india,NA,NA
Spinal Tumor Decompression,https://www.credihealth.com/procedures/spinal-tumor-decompression-cost-in-india,NA,NA
Acupuncture,https://www.credihealth.com/procedures/acupuncture-cost-in-india,NA,NA
Spinal Decompression,https://www.credihealth.com/procedures/spinal-decompression-cost-in-india,NA,NA
Open Radical Nephrectomy,https://www.credihealth.com/procedures/open-radical-nephrectomy-cost-in-india,NA,NA
Vagus Nerve Stimulation,https://www.credihealth.com/procedures/vagus-nerve-stimulation-cost-in-india,NA,NA
Squint Surgery,https://www.credihealth.com/procedures/squint-surgery-cost-in-india,NA,NA
Aneurysm Clipping,https://www.credihealth.com/procedures/aneurysm-clipping-cost-in-india,NA,NA
Duodenal Diverticulum Resection,https://www.credihealth.com/procedures/duodenal-diverticulum-resection-cost-in-india,NA,NA
Brachial Plexus Surgery,https://www.credihealth.com/procedures/brachial-plexus-surgery-cost-in-india,NA,NA
Cholecystostomy,https://www.credihealth.com/procedures/cholecystostomy-cost-in-india,NA,NA
Pleural Tap,https://www.credihealth.com/procedures/pleural-tap-cost-in-india,NA,NA
Decompression Craniectomy,https://www.credihealth.com/procedures/decompression-craniectomy-cost-in-india,NA,NA
Gynecomastia,https://www.credihealth.com/procedures/gynecomastia-cost-in-india,NA,NA
Breast Cancer Recurrence,https://www.credihealth.com/procedures/breast-cancer-recurrence-cost-in-india,NA,NA
Esophageal Perforation Repair,https://www.credihealth.com/procedures/esophageal-perforation-repair-cost-in-india,INR 72000,INR 72000
Hysterotomy,https://www.credihealth.com/procedures/hysterotomy-cost-in-india,NA,NA
Anderson Hynes Pyeloplasty,https://www.credihealth.com/procedures/anderson-hynes-pyeloplasty-cost-in-india,NA,NA
Small Bowel Perforation Repair,https://www.credihealth.com/procedures/small-bowel-perforation-repair-cost-in-india,NA,NA
Gastric Perforation Repair,https://www.credihealth.com/procedures/gastric-perforation-repair-cost-in-india,NA,NA
Restorative Proctocolectomy,https://www.credihealth.com/procedures/restorative-proctocolectomy-cost-in-india,NA,NA
Mckeown Procedure,https://www.credihealth.com/procedures/mckeown-procedure-cost-in-india,NA,NA
Radiochemotherapy,https://www.credihealth.com/procedures/radiochemotherapy-cost-in-india,NA,NA
Meckel Diverticulectomy,https://www.credihealth.com/procedures/meckel-diverticulectomy-cost-in-india,NA,NA
Freys Procedure,https://www.credihealth.com/procedures/freys-procedure-cost-in-india,NA,NA
Rectal Polyp Excision,https://www.credihealth.com/procedures/rectal-polyp-excision-cost-in-india,NA,NA
Enteral Stent,https://www.credihealth.com/procedures/enteral-stent-cost-in-india,NA,NA
Ileostomy Closure,https://www.credihealth.com/procedures/ileostomy-closure-cost-in-india,NA,NA
Spinal Cord Surgery,https://www.credihealth.com/procedures/spinal-cord-surgery-cost-in-india,NA,NA
Cranioplasty,https://www.credihealth.com/procedures/cranioplasty-cost-in-india,NA,NA
Polycystic Ovarian Syndrome,https://www.credihealth.com/procedures/polycystic-ovarian-syndrome-cost-in-india,NA,NA
Cancer Reconstruction Surgery,https://www.credihealth.com/procedures/cancer-reconstruction-surgery-cost-in-india,NA,NA
Head and Neck Cancer,https://www.credihealth.com/procedures/head-and-neck-cancer-cost-in-india,NA,NA
Sex Reassignment surgery,https://www.credihealth.com/procedures/sex-reassignment-surgery-cost-in-india,NA,NA
Stomach Cancer,https://www.credihealth.com/procedures/stomach-cancer-cost-in-india,NA,NA
Matricectomy,https://www.credihealth.com/procedures/matricectomy-cost-in-india,NA,NA
Breast Cancer Male,https://www.credihealth.com/procedures/breast-cancer-male-cost-in-india,NA,NA
Lung Cancer,https://www.credihealth.com/procedures/lung-cancer-cost-in-india,NA,NA
Stent Removal,https://www.credihealth.com/procedures/stent-removal-cost-in-india,NA,NA
Anorectal Cancer Surgery,https://www.credihealth.com/procedures/anorectal-cancer-surgery-cost-in-india,NA,NA
Dermabrasion,https://www.credihealth.com/procedures/dermabrasion-cost-in-india,NA,NA
Ovarian Cyst Removal,https://www.credihealth.com/procedures/ovarian-cyst-removal-cost-in-india,NA,NA
Capsule Endoscopy,https://www.credihealth.com/procedures/capsule-endoscopy-cost-in-india,NA,NA
Parotidectomy,https://www.credihealth.com/procedures/parotidectomy-cost-in-india,NA,NA
Bone Marrow Aspiration,https://www.credihealth.com/procedures/bone-marrow-aspiration-cost-in-india,NA,NA
Immunotherapy,https://www.credihealth.com/procedures/immunotherapy-cost-in-india,NA,NA
Cervical Cancer Surgery,https://www.credihealth.com/procedures/cervical-cancer-surgery-cost-in-india,NA,NA
Spinal Fusion,https://www.credihealth.com/procedures/spinal-fusion-cost-in-india,NA,NA
Cochlear Implant,https://www.credihealth.com/procedures/cochlear-implant-cost-in-india,NA,NA
Throat Cancer Surgery,https://www.credihealth.com/procedures/throat-cancer-surgery-cost-in-india,NA,NA
Tendon Repair of Arm,https://www.credihealth.com/procedures/tendon-repair-of-arm-cost-in-india,NA,NA
Myxoma Surgery,https://www.credihealth.com/procedures/myxoma-surgery-cost-in-india,NA,NA
Pediatric Spinal Deformity,https://www.credihealth.com/procedures/pediatric-spinal-deformity-cost-in-india,NA,NA
Erectile Dysfunction,https://www.credihealth.com/procedures/erectile-dysfunction-cost-in-india,NA,NA
Hormonal Therapy,https://www.credihealth.com/procedures/hormonal-therapy-cost-in-india,NA,NA
Cyberknife,https://www.credihealth.com/procedures/cyberknife-cost-in-india,NA,NA
Radical Cystectomy,https://www.credihealth.com/procedures/radical-cystectomy-cost-in-india,NA,NA
Chemotherapy,https://www.credihealth.com/procedures/chemotherapy-cost-in-india,NA,NA
Bone Scan,https://www.credihealth.com/procedures/bone-scan-cost-in-india,NA,NA
Balloon-occluded Retrograde Transvenous Obliteration,https://www.credihealth.com/procedures/balloon-occluded-retrograde-transvenous-obliteration-cost-in-india,NA,NA
Esophageal Banding,https://www.credihealth.com/procedures/esophageal-banding-cost-in-india,NA,NA
Robotic Hysterectomy,https://www.credihealth.com/procedures/robotic-hysterectomy-cost-in-india,NA,NA
Carpal Tunnel Release,https://www.credihealth.com/procedures/carpal-tunnel-release-cost-in-india,NA,NA
Orchidectomy,https://www.credihealth.com/procedures/orchidectomy-cost-in-india,NA,NA
Chemotherapy with Chemoport,https://www.credihealth.com/procedures/chemotherapy-with-chemoport-cost-in-india,NA,NA
Breast Reduction Surgery,https://www.credihealth.com/procedures/breast-reduction-surgery-cost-in-india,NA,NA
CT Scan,https://www.credihealth.com/procedures/ct-scan-cost-in-india,NA,NA
Craniotomy,https://www.credihealth.com/procedures/craniotomy-cost-in-india,NA,NA
Digital Subtraction Angiography,https://www.credihealth.com/procedures/digital-subtraction-angiography-cost-in-india,NA,NA
Pacemaker Permanent,https://www.credihealth.com/procedures/pacemaker-permanent-cost-in-india,NA,NA
Heart Valve Surgery,https://www.credihealth.com/procedures/heart-valve-surgery-cost-in-india,NA,NA
Liver Transplant Donor,https://www.credihealth.com/procedures/liver-transplant-donor-cost-in-india,NA,NA
Paediatric Cardiac Surgery,https://www.credihealth.com/procedures/paediatric-cardiac-surgery-cost-in-india,NA,NA
Magnetic Resonance Cholangiopancreatography,https://www.credihealth.com/procedures/magnetic-resonance-cholangiopancreatography-cost-in-india,NA,NA
Neurovascular Surgery,https://www.credihealth.com/procedures/neurovascular-surgery-cost-in-india,NA,NA
Arteriovenous Fistula,https://www.credihealth.com/procedures/arteriovenous-fistula-cost-in-india,NA,NA
Canalith Repositioning Procedure,https://www.credihealth.com/procedures/canalith-repositioning-procedure-cost-in-india,NA,NA
Laparoscopy Nephro Ureterectomy,https://www.credihealth.com/procedures/laparoscopy-nephro-ureterectomy-cost-in-india,NA,NA
Laser Prostatectomy,https://www.credihealth.com/procedures/laser-prostatectomy-cost-in-india,NA,NA
Exploratory Laparotomy,https://www.credihealth.com/procedures/exploratory-laparotomy-cost-in-india,NA,NA
Modified Radical Mastectomy,https://www.credihealth.com/procedures/modified-radical-mastectomy-cost-in-india,NA,NA
Leg Tumor Surgery,https://www.credihealth.com/procedures/leg-tumor-surgery-cost-in-india,NA,NA
Ureteral Obstruction Surgery,https://www.credihealth.com/procedures/ureteral-obstruction-surgery-cost-in-india,NA,NA
Extraction of Wisdom Tooth,https://www.credihealth.com/procedures/extraction-of-wisdom-tooth-cost-in-india,NA,NA
Egg Freezing,https://www.credihealth.com/procedures/egg-freezing-cost-in-india,NA,NA
Kidney Transplant Donor,https://www.credihealth.com/procedures/kidney-transplant-donor-cost-in-india,NA,NA
Kyphoplasty,https://www.credihealth.com/procedures/kyphoplasty-cost-in-india,NA,NA
Amniocentesis,https://www.credihealth.com/procedures/amniocentesis-cost-in-india,NA,NA
Cleft Palate Surgery,https://www.credihealth.com/procedures/cleft-palate-surgery-cost-in-india,NA,NA
Cleft Lip Surgery,https://www.credihealth.com/procedures/cleft-lip-surgery-cost-in-india,NA,NA
Bone Cancer Surgery,https://www.credihealth.com/procedures/bone-cancer-surgery-cost-in-india,NA,NA
Liver Banding,https://www.credihealth.com/procedures/liver-banding-cost-in-india,NA,NA
Blepharoplasty,https://www.credihealth.com/procedures/blepharoplasty-cost-in-india,NA,NA
Abdominoplasty,https://www.credihealth.com/procedures/abdominoplasty-cost-in-india,NA,NA
Fracture Fixation,https://www.credihealth.com/procedures/fracture-fixation-cost-in-india,NA,NA
Flexible Sigmoidoscopy,https://www.credihealth.com/procedures/flexible-sigmoidoscopy-cost-in-india,NA,NA
Holter Monitoring,https://www.credihealth.com/procedures/holter-monitoring-cost-in-india,NA,NA
Chemical Peel,https://www.credihealth.com/procedures/chemical-peel-cost-in-india,NA,NA
Congenital Heart Surgery,https://www.credihealth.com/procedures/congenital-heart-surgery-cost-in-india,NA,NA
Dental Braces,https://www.credihealth.com/procedures/dental-braces-cost-in-india,NA,NA
Pneumonectomy,https://www.credihealth.com/procedures/pneumonectomy-cost-in-india,NA,NA
Partial Hip Replacement,https://www.credihealth.com/procedures/partial-hip-replacement-cost-in-india,NA,NA
Rhytidectomy,https://www.credihealth.com/procedures/rhytidectomy-cost-in-india,NA,NA
Root Canal Treatment,https://www.credihealth.com/procedures/root-canal-treatment-cost-in-india,NA,NA
Shoulder Replacement,https://www.credihealth.com/procedures/shoulder-replacement-cost-in-india,NA,NA
Oophorectomy,https://www.credihealth.com/procedures/oophorectomy-cost-in-india,NA,NA
Brain Surgery,https://www.credihealth.com/procedures/brain-surgery-cost-in-india,NA,NA
Ulcer Biopsy,https://www.credihealth.com/procedures/ulcer-biopsy-cost-in-india,NA,NA
Umblical Hernia,https://www.credihealth.com/procedures/umblical-hernia-cost-in-india,NA,NA
Ventricular Assist Device,https://www.credihealth.com/procedures/ventricular-assist-device-cost-in-india,NA,NA
Vasectomy Reversal,https://www.credihealth.com/procedures/vasectomy-reversal-cost-in-india,NA,NA
Ectopic Pregnancy,https://www.credihealth.com/procedures/ectopic-pregnancy-cost-in-india,NA,NA
Neurotomy,https://www.credihealth.com/procedures/neurotomy-cost-in-india,NA,NA
Medical Management,https://www.credihealth.com/procedures/medical-management-cost-in-india,NA,NA
Oculoplastic Surgery,https://www.credihealth.com/procedures/oculoplastic-surgery-cost-in-india,NA,NA
Buttock Lift,https://www.credihealth.com/procedures/buttock-lift-cost-in-india,INR 15000,INR 15000
Cerebellopontine Angle Tumor Surgery,https://www.credihealth.com/procedures/cerebellopontine-angle-tumor-surgery-cost-in-india,NA,NA
Nerve Grafting,https://www.credihealth.com/procedures/nerve-grafting-cost-in-india,NA,NA
Electrophysiology Study,https://www.credihealth.com/procedures/electrophysiology-study-cost-in-india,NA,NA
Shoulder Arthroscopy,https://www.credihealth.com/procedures/shoulder-arthroscopy-cost-in-india,NA,NA
Reverse Colostomy,https://www.credihealth.com/procedures/reverse-colostomy-cost-in-india,NA,NA
Myomectomy,https://www.credihealth.com/procedures/myomectomy-cost-in-india,NA,NA
Cardioversion,https://www.credihealth.com/procedures/cardioversion-cost-in-india,NA,NA
Fibroscarcoma Surgery,https://www.credihealth.com/procedures/fibroscarcoma-surgery-cost-in-india,NA,NA
Fissurectomy,https://www.credihealth.com/procedures/fissurectomy-cost-in-india,NA,NA
Aortic Aneurysm Repair,https://www.credihealth.com/procedures/aortic-aneurysm-repair-cost-in-india,NA,NA
Brain Aneursym Surgery,https://www.credihealth.com/procedures/brain-aneursym-surgery-cost-in-india,NA,NA
Bronchoscopy,https://www.credihealth.com/procedures/bronchoscopy-cost-in-india,NA,NA
Gastrojejunostomy,https://www.credihealth.com/procedure/india/gastrojejunostomy-cost,NA,NA
Elbow Arthroscopy,https://www.credihealth.com/procedures/elbow-arthroscopy-cost-in-india,NA,NA
Decortication,https://www.credihealth.com/procedures/decortication-cost-in-india,NA,NA
Colposcopy,https://www.credihealth.com/procedures/colposcopy-cost-in-india,NA,NA
Endoscopic Mucosal Resection,https://www.credihealth.com/procedures/endoscopic-mucosal-resection-cost-in-india,INR 316000,INR 316000
Hemangioma,https://www.credihealth.com/procedures/hemangioma-cost-in-india,NA,NA
Proctocolectomy,https://www.credihealth.com/procedures/proctocolectomy-cost-in-india,NA,NA
Skin Cancer Surgery,https://www.credihealth.com/procedures/skin-cancer-surgery-cost-in-india,NA,NA
Sleep Study,https://www.credihealth.com/procedures/sleep-study-cost-in-india,INR 304000,INR 304000
Transurethral Resection of Prostate,https://www.credihealth.com/procedures/transurethral-resection-of-prostate-cost-in-india,NA,NA
Vaginal Birth After Cesarean,https://www.credihealth.com/procedures/vaginal-birth-after-cesarean-cost-in-india,NA,NA
Laparoscopic Tubectomy,https://www.credihealth.com/procedures/laparoscopic-tubectomy-cost-in-india,NA,NA
Endoscopic Disc Surgery,https://www.credihealth.com/procedures/endoscopic-disc-surgery-cost-in-india,NA,NA
Thrombectomy,https://www.credihealth.com/procedure/india/thrombectomy-cost,NA,NA
Lung Cancer Treatment,https://www.credihealth.com/procedures/lung-cancer-treatment-cost-in-india,NA,NA
Radioactive Iodine Therapy,https://www.credihealth.com/procedures/radioactive-iodine-therapy-cost-in-india,NA,NA
Neo Natal Jaundice,https://www.credihealth.com/procedures/neo-natal-jaundice-cost-in-india,NA,NA
Interventional Radiology,https://www.credihealth.com/procedures/interventional-radiology-cost-in-india,NA,NA
Pneumonia Management,https://www.credihealth.com/procedures/pneumonia-management-cost-in-india,NA,NA
Cerebral angiography,https://www.credihealth.com/procedures/cerebral-angiography-cost-in-india,NA,NA
Thyroid Cancer Surgery,https://www.credihealth.com/procedures/thyroid-cancer-surgery-cost-in-india,NA,NA
Angiography with CABG,https://www.credihealth.com/procedures/angiography-with-cabg-cost-in-india,NA,NA
Pilonidal Sinus Surgery,https://www.credihealth.com/procedures/pilonidal-sinus-surgery-cost-in-india,NA,NA
